ï»¿Source.Name,Column1,id,date,source,place,username,Content,hashtags,Likes,processed_text
wolvesEOS_analysisV1hashtag.xlsx,337,1.51029e+18,02/04/2022 15:58,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,MarcSparrow,Nervy again at the end but have it! #wwfc #Wolves,"['wwfc', 'Wolves']",0,nervy again at the end but have it
wolvesEOS_analysisV1hashtag.xlsx,338,1.51029e+18,02/04/2022 15:57,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Wolfpackwwfc,"FT | Wolves 2-1 Aston Villa

It's all over at Molineux and it's wolves who come away with all three points, a goal from Jonny and an own goal from Ashley Young is enough to see Wolves complete the double over our midland rivals ððº

#WWFC #TheWolfpack #Wolves https://t.co/KQwO1NBajS","['WWFC', 'TheWolfpack', 'Wolves']",4,"ft  wolves 21 aston villa

its all over at molineux and its wolves who come away with all three points a goal from jonny and an own goal from ashley young is enough to see wolves complete the double over our midland rivals ððº"
wolvesEOS_analysisV1hashtag.xlsx,339,1.51029e+18,02/04/2022 15:57,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,mikeaitch20,"Kings of the Midlands. We know what we are. 

#Wolves.",['Wolves'],0,kings of the midlands we know what we are
wolvesEOS_analysisV1hashtag.xlsx,340,1.51029e+18,02/04/2022 15:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Sparkezzs,I never want to see any more disrespect on Fabio Silvas Name ever again. That man bullied the villa defence all game #wwfc #Wolves,"['wwfc', 'Wolves']",3,i never want to see any more disrespect on fabio silvas name ever again that man bullied the villa defence all game
wolvesEOS_analysisV1hashtag.xlsx,341,1.51029e+18,02/04/2022 15:57,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,james2288,I've said it before and i'll say it again. 2-0 leads are the worst score lines! #WOLVES,['WOLVES'],0,ive said it before and ill say it again 20 leads are the worst score lines
wolvesEOS_analysisV1hashtag.xlsx,342,1.51028e+18,02/04/2022 15:54,"<a href=""https://www.fantasyarena.com"" rel=""nofollow"">FPLLIVE</a>",,Fantasypaedia,"ð¨ #WOLAVL (90')

Ashley Young (#AVL)

#FPLLiveCards #FPL #Wolves #AVFC","['WOLAVL', 'AVL', 'FPLLiveCards', 'FPL', 'Wolves', 'AVFC']",2,"ð  90

ashley young"
wolvesEOS_analysisV1hashtag.xlsx,343,1.51028e+18,02/04/2022 15:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,joeranoeks,Whats the point of VAR ? Never in a million year a penalty #WOLAVL #wolves #wolvesaywe,"['WOLAVL', 'wolves', 'wolvesaywe']",1,whats the point of var  never in a million year a penalty
wolvesEOS_analysisV1hashtag.xlsx,344,1.51028e+18,02/04/2022 15:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Khezman17,"#Wolves #astonvilla how on earth is that a penalty. Ollie Watkins has run into sa, that is ridiculous","['Wolves', 'astonvilla']",0,how on earth is that a penalty ollie watkins has run into sa that is ridiculous
wolvesEOS_analysisV1hashtag.xlsx,345,1.51028e+18,02/04/2022 15:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,AVFCHolteEnderz,Shite. Here we fucking go. #WWFC #Wolves,"['WWFC', 'Wolves']",0,shite here we fucking go
wolvesEOS_analysisV1hashtag.xlsx,346,1.51028e+18,02/04/2022 15:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,PL_Livestreamhd,"Wolves vs Aston villa Live Stream 
Wolves vs Aston villa Live Streaming 

.
~~
&lt;&gt;&lt;&gt;&lt;

WATCH LIVE via @BubuHigh
WATCH LIVE via @BubuHigh 

#WOLAVL #Wolves #AVFC","['WOLAVL', 'Wolves', 'AVFC']",0,"wolves vs aston villa live stream 
wolves vs aston villa live streaming 



ltgtltgtlt

watch live via 
watch live via"
wolvesEOS_analysisV1hashtag.xlsx,347,1.51028e+18,02/04/2022 15:47,"<a href=""https://www.fantasyarena.com"" rel=""nofollow"">FPLLIVE</a>",,Fantasypaedia,"GOAL!!! #WOL 2-1 #AVL (86')

â½Ollie Watkins, Penalty

#FPLLiveGoals #FPL #WOLAVL #Wolves #AVFC","['WOL', 'AVL', 'FPLLiveGoals', 'FPL', 'WOLAVL', 'Wolves', 'AVFC']",1,"goal  21  86

â½ollie watkins penalty"
wolvesEOS_analysisV1hashtag.xlsx,348,1.51028e+18,02/04/2022 15:47,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Wolfpackwwfc,"86' | Wolves 2-1 Aston Villa

Goal to Aston Villa, Ollie Watkins

#WWFC #TheWolfpack #Wolves","['WWFC', 'TheWolfpack', 'Wolves']",0,"86  wolves 21 aston villa

goal to aston villa ollie watkins"
wolvesEOS_analysisV1hashtag.xlsx,349,1.51028e+18,02/04/2022 15:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,McatTv,"2-1

Wolves vs Aston villa Live Stream 
Wolves vs Aston villa Live Streaming 

.
.
.

WATCH LIVE via @BubuHigh
WATCH LIVE via @BubuHigh 

#WOLAVL #Wolves #AVFC","['WOLAVL', 'Wolves', 'AVFC']",0,"21

wolves vs aston villa live stream 
wolves vs aston villa live streaming 





watch live via 
watch live via"
wolvesEOS_analysisV1hashtag.xlsx,350,1.51028e+18,02/04/2022 15:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,JonnyDrury_Star,Maybe not! Watkins scores from the spot #AVFC #Wolves,"['AVFC', 'Wolves']",1,maybe not watkins scores from the spot
wolvesEOS_analysisV1hashtag.xlsx,351,1.51028e+18,02/04/2022 15:43,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,JonnyDrury_Star,Got to say it is all but over here. Could have been three but Martinez tips over a Silva effort #Villa #Wolves,"['Villa', 'Wolves']",1,got to say it is all but over here could have been three but martinez tips over a silva effort
wolvesEOS_analysisV1hashtag.xlsx,352,1.51028e+18,02/04/2022 15:42,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Wolfpackwwfc,"Jonny was lucky there, that's a final warning from the referee!

#WWFC #TheWolfpack #Wolves","['WWFC', 'TheWolfpack', 'Wolves']",3,jonny was lucky there thats a final warning from the referee
wolvesEOS_analysisV1hashtag.xlsx,353,1.51028e+18,02/04/2022 15:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,chrismurg,#wolves 2-0 up at home... Come on @premierleague enforce operation 'keep Wolves out of the top 6' #lufc,"['wolves', 'lufc']",0,20 up at home come on  enforce operation keep wolves out of the top 6
wolvesEOS_analysisV1hashtag.xlsx,354,1.51028e+18,02/04/2022 15:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Hub247App,Jose Sa getting ready for work #Wolves https://t.co/vG2rSYHuqk,['Wolves'],0,jose sa getting ready for work
wolvesEOS_analysisV1hashtag.xlsx,355,1.51028e+18,02/04/2022 15:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,vexrob,Come on @pedrolneto7  - get the goal to kill this game off #wolves #wwfc,"['wolves', 'wwfc']",0,come on    get the goal to kill this game off
wolvesEOS_analysisV1hashtag.xlsx,356,1.51028e+18,02/04/2022 15:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,vexrob,Love the way @Silva_Fabio uses his upper body to knock people off the ball. Heâs had a great game and he looks so much better for those hours in the gym! #wolves #wwfc,"['wolves', 'wwfc']",0,love the way  uses his upper body to knock people off the ball heâs had a great game and he looks so much better for those hours in the gym
wolvesEOS_analysisV1hashtag.xlsx,357,1.51028e+18,02/04/2022 15:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,stephers1511,Daily TikTok - I am the wolf whisperer ðº no meat required ð #Fortnite #FortniteChapter3 #Wolves https://t.co/YacmLmYn0Y,"['Fortnite', 'FortniteChapter3', 'Wolves']",11,daily tiktok  i am the wolf whisperer ðº no meat required ð
wolvesEOS_analysisV1hashtag.xlsx,358,1.51028e+18,02/04/2022 15:33,"<a href=""https://www.fantasyarena.com"" rel=""nofollow"">FPLLIVE</a>",,Fantasypaedia,"ð Substitution  (#AVL) - 72'

â Douglas Luiz
â Morgan Sanson

#FPLLiveSubs #FPL #WOLAVL #Wolves #AVFC","['AVL', 'FPLLiveSubs', 'FPL', 'WOLAVL', 'Wolves', 'AVFC']",0,"ð substitution    72

â douglas luiz
â morgan sanson"
wolvesEOS_analysisV1hashtag.xlsx,359,1.51028e+18,02/04/2022 15:30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Wolfpackwwfc,"Substitution for Wolves. ð

â¬ï¸ Daniel Podence
â¡ï¸ Hwang Hee Chan 
 
Wolves 2-0 Aston Villa [68']

#WWFC #TheWolfpack #Wolves https://t.co/W5FjRP4ko3","['WWFC', 'TheWolfpack', 'Wolves']",0,"substitution for wolves ð

âï daniel podence
âï hwang hee chan 
 
wolves 20 aston villa 68"
wolvesEOS_analysisV1hashtag.xlsx,360,1.51028e+18,02/04/2022 15:28,"<a href=""https://www.fantasyarena.com"" rel=""nofollow"">FPLLIVE</a>",,Fantasypaedia,"ð¨ #WOLAVL (66')

Jonny (#WOL)

#FPLLiveCards #FPL #Wolves #AVFC","['WOLAVL', 'WOL', 'FPLLiveCards', 'FPL', 'Wolves', 'AVFC']",0,"ð  66

jonny"
wolvesEOS_analysisV1hashtag.xlsx,361,1.51028e+18,02/04/2022 15:26,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,WolvesArgento,"64' | #WOL 2-0 #AVL

Se viene Hwang Hee-Chan

#WOLAVL #WWFC #Wolves","['WOL', 'AVL', 'WOLAVL', 'WWFC', 'Wolves']",0,"64   20 

se viene hwang heechan"
wolvesEOS_analysisV1hashtag.xlsx,362,1.51028e+18,02/04/2022 15:22,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Wolfpackwwfc,"Wolves fans chanting Bruno Lage's barmy army for 10 mins non stop! This is the atmosphere Molineux has been missing this season! ð¤©ðº

#WWFC #TheWolfpack #Wolves","['WWFC', 'TheWolfpack', 'Wolves']",12,wolves fans chanting bruno lages barmy army for 10 mins non stop this is the atmosphere molineux has been missing this season ððº
wolvesEOS_analysisV1hashtag.xlsx,363,1.51028e+18,02/04/2022 15:19,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Place(id='83e9c5185856cabc', fullName='Kilkenny, Ireland', name='Kilkenny', type='city', country='Ireland', countryCode='IE')",paulfetton,I'm starting to think John Ruddy might be a better option! #Wolves,['Wolves'],1,im starting to think john ruddy might be a better option
wolvesEOS_analysisV1hashtag.xlsx,364,1.51028e+18,02/04/2022 15:18,"<a href=""https://icdb.tv"" rel=""nofollow"">ICDB2022</a>",,ICDb_tv,Wolves vs Aston Villa is on DAZN EspaÃ±a [$] (geo/R). With commentary from Alberto Montoya.  For more details see https://t.co/sHiTVab239 #Wolves #AstonVilla #DAZNEspaageoR,"['Wolves', 'AstonVilla', 'DAZNEspaageoR']",0,wolves vs aston villa is on dazn espaãa  geor with commentary from alberto montoya  for more details see
wolvesEOS_analysisV1hashtag.xlsx,365,1.51028e+18,02/04/2022 15:17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,JonnyDrury_Star,#Villa should have pulled one back. Young with a simple long ball and Watkins fires wide when one on one. This is open so far second half #AVFC #Wolves,"['Villa', 'AVFC', 'Wolves']",1,should have pulled one back young with a simple long ball and watkins fires wide when one on one this is open so far second half
wolvesEOS_analysisV1hashtag.xlsx,366,1.51027e+18,02/04/2022 15:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,JDOriginals,Looks like the ref is trying everything again for an away win here #wolves #WOLAVL,"['wolves', 'WOLAVL']",0,looks like the ref is trying everything again for an away win here
wolvesEOS_analysisV1hashtag.xlsx,367,1.51027e+18,02/04/2022 15:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Vargas12Com,Fabio Silva â¨ What a Star player #Wolves have there. Letâs hope he play from the start more often â½ï¸ðº,['Wolves'],2,fabio silva â what a star player  have there letâs hope he play from the start more often â½ïðº
wolvesEOS_analysisV1hashtag.xlsx,368,1.51027e+18,02/04/2022 15:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,JonnyDrury_Star,#Wolves will be hoping for a less frantic second period than the one their endured here against Leeds after going 2-0 up. Started the second half on top #AVFC,"['Wolves', 'AVFC']",1,will be hoping for a less frantic second period than the one their endured here against leeds after going 20 up started the second half on top
wolvesEOS_analysisV1hashtag.xlsx,369,1.51027e+18,02/04/2022 15:07,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Wolfpackwwfc,"46' | Wolves 2-0 Aston Villa

Back underway at Molineux, more of the same please Wolves ððº

#WWFC #TheWolfpack #Wolves https://t.co/T2kYgvDjLO","['WWFC', 'TheWolfpack', 'Wolves']",0,"46  wolves 20 aston villa

back underway at molineux more of the same please wolves ððº"
wolvesEOS_analysisV1hashtag.xlsx,370,1.51027e+18,02/04/2022 15:06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,StewartsGloves,"Slipknot support Wolves, who knew? #wwfc #wolves","['wwfc', 'wolves']",1,slipknot support wolves who knew
wolvesEOS_analysisV1hashtag.xlsx,371,1.51027e+18,02/04/2022 15:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,AVFCHolteEnderz,"If we donât go on and win this now then I want a full scale enquiry through the team. Canât finish for shit, itâs Leeds all over again. Great performance but too wasteful! #WWFC #Wolves #AVFC","['WWFC', 'Wolves', 'AVFC']",0,if we donât go on and win this now then i want a full scale enquiry through the team canât finish for shit itâs leeds all over again great performance but too wasteful
wolvesEOS_analysisV1hashtag.xlsx,372,1.51027e+18,02/04/2022 14:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,bakes1970,"Villa lots of the ball, created nothing. #wolves looking very good going forward, Villa poor at the back. Should be further in front, donât give them a game changing moment like Leeds now! #wwfc #WOLAVL","['wolves', 'wwfc', 'WOLAVL']",1,villa lots of the ball created nothing  looking very good going forward villa poor at the back should be further in front donât give them a game changing moment like leeds now
wolvesEOS_analysisV1hashtag.xlsx,373,1.51027e+18,02/04/2022 14:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,SteveHermon,#wwfc should be at least 3-0 up. #AVFC all over the shop &amp; canât handle pace on the break. The game is definitely not over though. That was proven in the last game v Leeds &amp; of course the last #WOLAVL meeting. SG wonât allow repeat in 2nd half but #Wolves also shouldnât sit back.,"['wwfc', 'AVFC', 'WOLAVL', 'Wolves']",1,should be at least 30 up  all over the shop amp canât handle pace on the break the game is definitely not over though that was proven in the last game v leeds amp of course the last  meeting sg wonât allow repeat in 2nd half but  also shouldnât sit back
wolvesEOS_analysisV1hashtag.xlsx,374,1.51027e+18,02/04/2022 14:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Staffs_chris85,Fabio Silva masterclass in the first half #wolves,['wolves'],3,fabio silva masterclass in the first half
wolvesEOS_analysisV1hashtag.xlsx,375,1.51027e+18,02/04/2022 14:54,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,JonWainwright33,Good first half for wolves ðº  #Wolves #WOLAVL #PremierLeague,"['Wolves', 'WOLAVL', 'PremierLeague']",0,good first half for wolves ðº
wolvesEOS_analysisV1hashtag.xlsx,376,1.51027e+18,02/04/2022 14:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,tlbram21,"Canât believe we ainât 4-0 here 
Best chances we have had we missed! Really hope we donât rue these #Wolves",['Wolves'],0,"canât believe we ainât 40 here 
best chances we have had we missed really hope we donât rue these"
wolvesEOS_analysisV1hashtag.xlsx,377,1.51027e+18,02/04/2022 14:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,arnacortazzo,#SaturdayVibes with #Wolves,"['SaturdayVibes', 'Wolves']",0,with
wolvesEOS_analysisV1hashtag.xlsx,378,1.51027e+18,02/04/2022 14:51,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Wolfpackwwfc,"HT | Wolves 2-0 Aston Villa

Wolves have the lead at the break thanks to a goal from Jonny and an own goal from Ashley Young ð¤©ðº

#WWFC #TheWolfpack #Wolves https://t.co/qCa1mKxquZ","['WWFC', 'TheWolfpack', 'Wolves']",5,"ht  wolves 20 aston villa

wolves have the lead at the break thanks to a goal from jonny and an own goal from ashley young ððº"
wolvesEOS_analysisV1hashtag.xlsx,379,1.51027e+18,02/04/2022 14:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NickAllen224,"It canât just be me, right? ð #Wolves #WWFC https://t.co/JAARDaGMJy","['Wolves', 'WWFC']",11,it canât just be me right ð
wolvesEOS_analysisV1hashtag.xlsx,380,1.51027e+18,02/04/2022 14:49,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,JonnyDrury_Star,Proper shank that #Villa #Wolves,"['Villa', 'Wolves']",1,proper shank that
wolvesEOS_analysisV1hashtag.xlsx,381,1.51027e+18,02/04/2022 14:47,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Treborm44,Our b team should wrapped this up eh #avfc  .  Shiukd b over this #wwfc #wolves,"['avfc', 'wwfc', 'wolves']",0,our b team should wrapped this up eh     shiukd b over this
wolvesEOS_analysisV1hashtag.xlsx,382,1.51027e+18,02/04/2022 14:45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Dasblesson1,"Watch Chelsea Vs Brentford Live Streaming. Werner Lukaku Mount Ziyech #Livestream #LIVWAT
#CHELSEA #BrentfordFC Tuchel Zidane #WorldCupDraw #Wolves
https://t.co/OmbIXCh5x5","['Livestream', 'LIVWAT', 'CHELSEA', 'BrentfordFC', 'WorldCupDraw', 'Wolves']",1,"watch chelsea vs brentford live streaming werner lukaku mount ziyech  
  tuchel zidane"
wolvesEOS_analysisV1hashtag.xlsx,383,1.51027e+18,02/04/2022 14:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Place(id='00ec60e4304ee8bf', fullName='Menifee, CA', name='Menifee', type='city', country='United States', countryCode='US')",Bri_ishTeacher,#oof Makes it 2-nil before half-time. ðð»ðð»ð#wolves #WOLAVL,"['oof', 'wolves', 'WOLAVL']",1,makes it 2nil before halftime ððððð
wolvesEOS_analysisV1hashtag.xlsx,384,1.51027e+18,02/04/2022 14:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,MikeyPocock,Michael Dawson really doesnât hide how much he hates #Wolves #SoccerSaturday @SkySportsPL,"['Wolves', 'SoccerSaturday']",1,michael dawson really doesnât hide how much he hates
wolvesEOS_analysisV1hashtag.xlsx,385,1.51027e+18,02/04/2022 14:39,"<a href=""http://www.resultados-futbol.com"" rel=""nofollow"">resultados-futbol.com</a>",,rfutbol,"Gol Wolves, Wolves 2-0 Aston Villa (min.36) #Wolves #AstonVilla #PremierLeague","['Wolves', 'AstonVilla', 'PremierLeague']",0,gol wolves wolves 20 aston villa min36
wolvesEOS_analysisV1hashtag.xlsx,386,1.51027e+18,02/04/2022 14:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Treborm44,Lets put these to bed now 4/5 let's have it #wwfc #wolves levels #AVFC  wolves b team doing the bizz today,"['wwfc', 'wolves', 'AVFC']",0,lets put these to bed now 45 lets have it   levels   wolves b team doing the bizz today
wolvesEOS_analysisV1hashtag.xlsx,387,1.51027e+18,02/04/2022 14:38,"<a href=""https://www.fantasyarena.com"" rel=""nofollow"">FPLLIVE</a>",,Fantasypaedia,"ð¨ #WOLAVL (38')

John McGinn (#AVL)

#FPLLiveCards #FPL #Wolves #AVFC","['WOLAVL', 'AVL', 'FPLLiveCards', 'FPL', 'Wolves', 'AVFC']",0,"ð  38

john mcginn"
wolvesEOS_analysisV1hashtag.xlsx,388,1.51027e+18,02/04/2022 14:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,wolfosh,Get in great header #wolves,['wolves'],0,get in great header
wolvesEOS_analysisV1hashtag.xlsx,389,1.51027e+18,02/04/2022 14:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Wolfpackwwfc,"GOOOOOOAAAAL ASHLEY YOUNG (OG)
WOLVES 2-0 ASTON VILLA
WOLVES DOUBLE THEIR LEAD ð¤©ðº

#WWFC #TheWolfpack #Wolves https://t.co/7Tuykl6dZ5","['WWFC', 'TheWolfpack', 'Wolves']",4,"gooooooaaaal ashley young og
wolves 20 aston villa
wolves double their lead ððº"
wolvesEOS_analysisV1hashtag.xlsx,390,1.51027e+18,02/04/2022 14:37,"<a href=""https://www.fantasyarena.com"" rel=""nofollow"">FPLLIVE</a>",,Fantasypaedia,"GOAL!!! #WOL 2-0 #AVL (36')

â½Ashley Young (OG)

#FPLLiveGoals #FPL #WOLAVL #Wolves #AVFC","['WOL', 'AVL', 'FPLLiveGoals', 'FPL', 'WOLAVL', 'Wolves', 'AVFC']",1,"goal  20  36

â½ashley young og"
wolvesEOS_analysisV1hashtag.xlsx,391,1.51027e+18,02/04/2022 14:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,iizzakai,Gooooalllll #wwfc #Wolves #WOLAVL,"['wwfc', 'Wolves', 'WOLAVL']",0,gooooalllll
wolvesEOS_analysisV1hashtag.xlsx,392,1.51027e+18,02/04/2022 14:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,KarlGreen_,Appreciate that Wolves still play the Uncut Gems theme when they score #Wolves,['Wolves'],0,appreciate that wolves still play the uncut gems theme when they score
wolvesEOS_analysisV1hashtag.xlsx,393,1.51026e+18,02/04/2022 14:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,happyveg1986,"https://t.co/MsLRJXx00w

In one year, the Mexican Gray Wolf population only grew by 10. We must address their perils &amp; quickly or they will inevitably go #extinct .

#AnimalWelfare #Animalrights #conservation #speciesconservation #Wolves #protectwolves #savewolves","['extinct', 'AnimalWelfare', 'Animalrights', 'conservation', 'speciesconservation', 'Wolves', 'protectwolves', 'savewolves']",0,in one year the mexican gray wolf population only grew by 10 we must address their perils amp quickly or they will inevitably go
wolvesEOS_analysisV1hashtag.xlsx,394,1.51026e+18,02/04/2022 14:28,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Brummie_On_Tour,"The pile of shit from Aston losing Away at the Dingles. Best thing so far today ð Up The Blues ð

 #BCFC #BirminghamCity #AstonVilla #AVFC #Wolves","['BCFC', 'BirminghamCity', 'AstonVilla', 'AVFC', 'Wolves']",4,the pile of shit from aston losing away at the dingles best thing so far today ð up the blues ð
wolvesEOS_analysisV1hashtag.xlsx,395,1.51026e+18,02/04/2022 14:28,"<a href=""https://www.fantasyarena.com"" rel=""nofollow"">FPLLIVE</a>",,Fantasypaedia,"ð¨ #WOLAVL (25')

Conor Coady (#WOL)

#FPLLiveCards #FPL #Wolves #AVFC","['WOLAVL', 'WOL', 'FPLLiveCards', 'FPL', 'Wolves', 'AVFC']",0,"ð  25

conor coady"
wolvesEOS_analysisV1hashtag.xlsx,396,1.51026e+18,02/04/2022 14:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,joeydingle,#wolves Derby day come on wolves ðº https://t.co/RTvc2YTS7u,['wolves'],25,derby day come on wolves ðº
wolvesEOS_analysisV1hashtag.xlsx,397,1.51026e+18,02/04/2022 14:25,"<a href=""https://icdb.tv"" rel=""nofollow"">ICDB2022</a>",,ICDb_tv,Wolves vs Aston Villa is on NBC Universo. With commentary from Diego Pessolano. Co-commentator is Walter Roque.  For more details see https://t.co/sHiTVab239 #Wolves #AstonVilla #NBCUniverso,"['Wolves', 'AstonVilla', 'NBCUniverso']",0,wolves vs aston villa is on nbc universo with commentary from diego pessolano cocommentator is walter roque  for more details see
wolvesEOS_analysisV1hashtag.xlsx,398,1.51026e+18,02/04/2022 14:24,"<a href=""https://www.fantasyarena.com"" rel=""nofollow"">FPLLIVE</a>",,Fantasypaedia,"ð¨ #WOLAVL (24')

Conor Coady (#WOL)

#FPLLiveCards #FPL #Wolves #AVFC","['WOLAVL', 'WOL', 'FPLLiveCards', 'FPL', 'Wolves', 'AVFC']",1,"ð  24

conor coady"
wolvesEOS_analysisV1hashtag.xlsx,399,1.51026e+18,02/04/2022 14:20,"<a href=""https://icdb.tv"" rel=""nofollow"">ICDB2022</a>",,ICDb_tv,Wolves vs Aston Villa is on talkSPORT. Reporter is Nigel Pearson.  For more details see https://t.co/sHiTVab239 #Wolves #AstonVilla #talkSPORT,"['Wolves', 'AstonVilla', 'talkSPORT']",0,wolves vs aston villa is on talksport reporter is nigel pearson  for more details see
wolvesEOS_analysisV1hashtag.xlsx,400,1.51026e+18,02/04/2022 14:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Place(id='00ec60e4304ee8bf', fullName='Menifee, CA', name='Menifee', type='city', country='United States', countryCode='US')",Bri_ishTeacher,The midlands derby is off to a great start. #WOLAVL #PremierLeague #Wolves,"['WOLAVL', 'PremierLeague', 'Wolves']",0,the midlands derby is off to a great start
wolvesEOS_analysisV1hashtag.xlsx,401,1.51026e+18,02/04/2022 14:17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Treborm44,Should be dead n buried this game if took the chances #wwfc #wolves,"['wwfc', 'wolves']",0,should be dead n buried this game if took the chances
wolvesEOS_analysisV1hashtag.xlsx,402,1.51026e+18,02/04/2022 14:16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,TGoalpost,"Jonny has given Wolves an early breakthrough against Aston Villa in the West Midlands Derby! ð â«ï¸

After waiting almost two years for a goal, Jonny now has two goals in two games for Wolves!

#TheGoalpostNews #WWFC #WOLAVL #Wolves #Jonny #PremierLeague #WolverhamptonWanderers https://t.co/h318TiAqk2","['TheGoalpostNews', 'WWFC', 'WOLAVL', 'Wolves', 'Jonny', 'PremierLeague', 'WolverhamptonWanderers']",1,"jonny has given wolves an early breakthrough against aston villa in the west midlands derby ð âï

after waiting almost two years for a goal jonny now has two goals in two games for wolves"
wolvesEOS_analysisV1hashtag.xlsx,403,1.51026e+18,02/04/2022 14:14,"<a href=""https://www.fantasyarena.com"" rel=""nofollow"">FPLLIVE</a>",,Fantasypaedia,"ð Substitution  (#AVL) - 13'

â Ashley Young
â Lucas Digne

#FPLLiveSubs #FPL #WOLAVL #Wolves #AVFC","['AVL', 'FPLLiveSubs', 'FPL', 'WOLAVL', 'Wolves', 'AVFC']",0,"ð substitution    13

â ashley young
â lucas digne"
