Source.Name,Column1,id,date,source,place,username,Content,hashtags,Likes,processed_text
wolvesMOS_analysisV3hashtag.xlsx,932,1473600036026081024,2021-12-22 10:23:21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,waterloobrewco,"Real-life footage from our postal room.
Make them work harder.
You have until 1pm to get your Christmas order.
#wwfc #wolves 
https://t.co/KFlrKIUrR9 https://t.co/CJw6eoA0GF","['wwfc', 'wolves']",0,"reallife footage from our postal room
make them work harder
you have until 1pm to get your christmas order"
wolvesMOS_analysisV3hashtag.xlsx,1202,1472635551949857024,2021-12-19 18:30:50,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,KoehlerMatthew,"Fifteen #wolves have been gunned down directly north of Yellowstone National Park so far this winter, and #wolf-trapping season hasn't even begun in the area. Demand action from the Biden administration: https://t.co/MUhuQ4Vy4b 

https://t.co/BFDPIoR3jy","['wolves', 'wolf']",31,fifteen  have been gunned down directly north of yellowstone national park so far this winter and trapping season hasnt even begun in the area demand action from the biden administration
wolvesMOS_analysisV1hashtag.xlsx,637,1466529356541566976,2021-12-02 22:07:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,Jenmwilsonuk,Cutest ever wolf pic! #Wolves,['Wolves'],2,cutest ever wolf pic
wolvesMOS_analysisV1hashtag.xlsx,634,1466533588372008960,2021-12-02 22:23:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,mortimer_ben,Some of this energy Saturday lads #wwfc #wolves 🐺 https://t.co/Oj3IZVyfuT,"['wwfc', 'wolves']",257,some of this energy saturday lads
wolvesMOS_analysisV3hashtag.xlsx,1995,1471213579131097088,2021-12-15 20:20:25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,StarSpreads_Bet,"HT #PremierLeague live on #BTSport
#Brighton v #Wolves 
Second half traded live here: https://t.co/8Q4DdpzRbS https://t.co/4Vkqr8xX62","['PremierLeague', 'BTSport', 'Brighton', 'Wolves']",0,"ht  live on 
 v  
second half traded live here"
wolvesMOS_analysisV3hashtag.xlsx,1029,1473219441114717952,2021-12-21 09:11:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,CureLeukaemia,"‼️ ONLINE AUCTION ‼️

We have reached Day 10 of the @WolvesSportMed #12DaysofXmas fundraiser, and today sees SIGNED, MATCH WORN boots from Marcal! 

Place your bid now at https://t.co/sCtZVZWus3

#WWFC #Wolves #Boots #Marcal https://t.co/YZTpKCmkNc","['12DaysofXmas', 'WWFC', 'Wolves', 'Boots', 'Marcal']",3,"online auction 

we have reached day 10 of the   fundraiser and today sees signed match worn boots from marcal 

place your bid now at"
wolvesMOS_analysisV3hashtag.xlsx,127,1476601475161800960,2021-12-30 17:10:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,wolvesfancast,"Wolves linked to           Realising it Renato Sanches           won't happen

#wwfc #wolves
https://t.co/3znIGvzFT6","['wwfc', 'wolves']",130,wolves linked to           realising it renato sanches           wont happen
wolvesMOS_analysisV2hashtag.xlsx,813,1469657706709537024,2021-12-11 13:17:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,ASDolan16,Crazy from Jiminez- probably just thrown the game there #Wolves,['Wolves'],0,crazy from jiminez probably just thrown the game there
wolvesMOS_analysisV2hashtag.xlsx,1123,1469260316680897024,2021-12-10 10:58:51,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,pdowney88,The #Wolves beat the #Stars. The final score 8-4.,"['Wolves', 'Stars']",0,the  beat the  the final score 84
wolvesMOS_analysisV2hashtag.xlsx,1656,1467333095196172032,2021-12-05 03:20:46,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NatSportUAE,"Coady 7⃣
Jimenez 5⃣
Salah 7⃣
Origi 8⃣

Check out @TonyEvans92a #Wolves vs #LiverpoolFC player ratings #WOLLIV 

https://t.co/7ZoBDOsXsE","['Wolves', 'LiverpoolFC', 'WOLLIV']",7,"coady 7
jimenez 5
salah 7
origi 8

check out   vs  player ratings"
wolvesMOS_analysisV2hashtag.xlsx,1085,1469336810690159104,2021-12-10 16:02:49,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,camEB_,"Took last weekend off, with the restrictions slowly increasing I have decided to stay local and head back to the Etihad tomorrow. Wolves away fans have been the best so far (vs Villa) so this should be a good one...  

SUBSCRIBE NOW⚽️
#MCIWOL @ManCity #MCFC #ManCity #WWFC #Wolves https://t.co/XdYmL78idQ","['MCIWOL', 'MCFC', 'ManCity', 'WWFC', 'Wolves']",0,"took last weekend off with the restrictions slowly increasing i have decided to stay local and head back to the etihad tomorrow wolves away fans have been the best so far vs villa so this should be a good one  

subscribe now"
wolvesMOS_analysisV1hashtag.xlsx,51,1467221329657143040,2021-12-04 19:56:39,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Wolverhampton Rooter</a>",,WolvesRooter,"An omen' - Liverpool fans all say the same thing after last-minute Wolves win
#WOL #Wolves #WWFC
https://t.co/GOZvjnqxqp","['WOL', 'Wolves', 'WWFC']",0,an omen  liverpool fans all say the same thing after lastminute wolves win
wolvesMOS_analysisV3hashtag.xlsx,789,1474050579190137088,2021-12-23 16:13:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,garethwood1877,Watford have roughly 27 senior players plus an u23s team. Surely must have an incredible amount of Covid at the club 🤷 Would be reassuring if teams had to name cases! #WOLWAT #wolves #wwfc #BoxingDay #PremierLeague,"['WOLWAT', 'wolves', 'wwfc', 'BoxingDay', 'PremierLeague']",0,watford have roughly 27 senior players plus an u23s team surely must have an incredible amount of covid at the club  would be reassuring if teams had to name cases
wolvesMOS_analysisV3hashtag.xlsx,2138,1471065834873310976,2021-12-15 10:33:20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,waterloobrewco,"Just 8⃣ days to get your orders in for Christmas 🎄
The perfect gift for a Wolves fan, or yourself!
Made by Wolves fans, for Wolves fans...
We are so pleased with the two latest sets to add to the original #wwfc #wolves https://t.co/J4NkIbelAf","['wwfc', 'wolves']",1,"just 8 days to get your orders in for christmas 
the perfect gift for a wolves fan or yourself
made by wolves fans for wolves fans
we are so pleased with the two latest sets to add to the original"
wolvesMOS_analysisV3hashtag.xlsx,1470,1472538861888750080,2021-12-19 12:06:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,wolvesfancast,"1a'these today Raul, mi corazon.

#wwfc #wolves
https://t.co/l25bjp3D1B","['wwfc', 'wolves']",43,1athese today raul mi corazon
wolvesMOS_analysisV1hashtag.xlsx,182,1467175955743523072,2021-12-04 16:56:21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,ChrisMM__,"Gutting to concede right at the death. But to hold onto a team like Liverpool for such a long time, good work from the lads. @Wolves on to the next game!

#WOLLIV | #Wolves | #wwfc | #LFC | #LiverpoolFC | #PremierLeague | #EPL","['WOLLIV', 'Wolves', 'wwfc', 'LFC', 'LiverpoolFC', 'PremierLeague', 'EPL']",1,gutting to concede right at the death but to hold onto a team like liverpool for such a long time good work from the lads  on to the next game
wolvesMOS_analysisV3hashtag.xlsx,88,1476822066028584960,2021-12-31 07:46:33,"<a href=""http://www.github.com/magnusnissel"" rel=""nofollow"">mn_nba_bot</a>",,Sportsballbot,"""Shabazz Muhammad Full Highlights 2014.12.30 at Jazz - 30 Pts, SiCK Shooting!""

https://t.co/PuTKaphPRM

[via r/timberwolves Dec 31, 2014 #Wolves]",['Wolves'],0,"shabazz muhammad full highlights 20141230 at jazz  30 pts sick shooting



via rtimberwolves dec 31 2014"
wolvesMOS_analysisV2hashtag.xlsx,232,1470235609772006912,2021-12-13 03:34:19,"<a href=""http://wildmoka.com"" rel=""nofollow"">Wildmoka</a>",,BallySportsNOR,#Wolves came out blazing 🔥🔥🔥 https://t.co/CCrVd6yPOh,['Wolves'],8,came out blazing
wolvesMOS_analysisV3hashtag.xlsx,1068,1473021946589856000,2021-12-20 20:06:14,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,mightywolvesfan,"Wolves first-team receive booster jabs #wolves #wwfc 
https://t.co/rfLVPWLNag","['wolves', 'wwfc']",0,wolves firstteam receive booster jabs
wolvesMOS_analysisV3hashtag.xlsx,45,1476964344156069888,2021-12-31 17:11:54,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,naturelifeline,"RT @Protect_Wldlife: Please #StandForWolves 🐺!

Norway has less than 100 #Wolves. Half of them are scheduled for slaughter this winter. Join @IDAUSA in urging Norway’s Ministry of Climate &amp; the Environment &amp; Environment Agency to cancel this #Wolf hu… https://t.co/Wd5IexfkRr","['StandForWolves', 'Wolves', 'Wolf']",3,"rt  please  

norway has less than 100  half of them are scheduled for slaughter this winter join  in urging norways ministry of climate amp the environment amp environment agency to cancel this  hu"
wolvesMOS_analysisV3hashtag.xlsx,375,1475668561699951104,2021-12-28 03:22:56,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,GamerrDad,I didn't expect to have that much fun watching basketball tonight.  Nice win. #Wolves,['Wolves'],0,i didnt expect to have that much fun watching basketball tonight  nice win
wolvesMOS_analysisV2hashtag.xlsx,683,1469665670472385024,2021-12-11 13:49:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,kareem1423652,"That ref is lucky football is no longer in tge 90s, else he’d have gotten a beating on God #jimenez #ManCity #Wolves https://t.co/VxX5Doyno2","['jimenez', 'ManCity', 'Wolves']",0,that ref is lucky football is no longer in tge 90s else hed have gotten a beating on god
wolvesMOS_analysisV3hashtag.xlsx,850,1473912934438945024,2021-12-23 07:06:42,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,mightywolvesfan,"Meet Wolves legend McCalliog at Molineux #wolves #wwfc 
https://t.co/z27oDioyBQ","['wolves', 'wwfc']",0,meet wolves legend mccalliog at molineux
wolvesMOS_analysisV3hashtag.xlsx,86,1476827073566200064,2021-12-31 08:06:27,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,mightywolvesfan,"Quiz | The Big Wolves Quiz of 2021 #wolves #wwfc 
https://t.co/2Y8nNo4GEH","['wolves', 'wwfc']",0,quiz  the big wolves quiz of 2021
wolvesMOS_analysisV1hashtag.xlsx,593,1466726119634345984,2021-12-03 11:08:52,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">molineuxmix</a>",,molineuxmix,Pre-match pubs? https://t.co/XaBuviGa5w #molineuxmix  #wolverhamptonwanderers  #wolves  #wwfc  #wolverhampton  #football  #wolvesfc  #premierleague  #wolvesaywe  #molineux  #wolverhamptonwanderersfc  #rauljimenez  #wolveslegends  #soccer  #wanderers  #epl  #footballlegends,"['molineuxmix', 'wolverhamptonwanderers', 'wolves', 'wwfc', 'wolverhampton', 'football', 'wolvesfc', 'premierleague', 'wolvesaywe', 'molineux', 'wolverhamptonwanderersfc', 'rauljimenez', 'wolveslegends', 'soccer', 'wanderers', 'epl', 'footballlegends']",0,prematch pubs
wolvesMOS_analysisV2hashtag.xlsx,803,1469658092669387008,2021-12-11 13:19:28,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Treborm44,STUPID SENDING OFF . FFS 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬 #WWFC #WOLVES,"['WWFC', 'WOLVES']",1,stupid sending off  ffs
wolvesMOS_analysisV3hashtag.xlsx,985,1473372648835100928,2021-12-21 19:19:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Elints22,"There is lot of protesting against the wolf hunt in Norway now. Every new year starts with leagal shooting of wolves packs. Now I see hope it will maby stop. It's about only 115 wolves all together in Norway. That is not many. 
#Wolves 
#norwegianwolf
#savethewolves https://t.co/EeJMgZ5L1I","['Wolves', 'norwegianwolf', 'savethewolves']",39,there is lot of protesting against the wolf hunt in norway now every new year starts with leagal shooting of wolves packs now i see hope it will maby stop its about only 115 wolves all together in norway that is not many
wolvesMOS_analysisV3hashtag.xlsx,363,1475729384476537088,2021-12-28 07:24:37,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,JohnCordBooks2,"Never played Smarter/Holier-Than-Thou game. #People not #Stupid just #Misled but many fear #Truth b/c  #TruthHurts 
But also #Heals 

#WakeUp #PLEASE 

Age-old #problems w/#wolves dressed as sheep. Here's #Video on #YouTube if don't want go to #Bitchute 

https://t.co/R6bP6FeZxW","['People', 'Stupid', 'Misled', 'Truth', 'TruthHurts', 'Heals', 'WakeUp', 'PLEASE', 'problems', 'wolves', 'Video', 'YouTube', 'Bitchute']",1,"never played smarterholierthanthou game  not  just  but many fear  bc   
but also  

  

ageold  w dressed as sheep heres  on  if dont want go to"
wolvesMOS_analysisV3hashtag.xlsx,1268,1472597389043281920,2021-12-19 15:59:11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,Birdsofbangkok,#PremierLeague #WolChe #Wolves #Chelsea 0:0 - Just 1 outa 4 - Merry Xmas 2 all of U https://t.co/sh1qrebR3O,"['PremierLeague', 'WolChe', 'Wolves', 'Chelsea']",0,00  just 1 outa 4  merry xmas 2 all of u
wolvesMOS_analysisV3hashtag.xlsx,1273,1472597060117484032,2021-12-19 15:57:53,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,IMISAID1,"Watching Chelsea/ Wolves game, I hate commentators making excuses for Chelsea. They keep saying they do not have players.Really! They did the same thing last week against Everton. They were simply not good enough to beat Wolves. #WolChe #Wolves #EPL","['WolChe', 'Wolves', 'EPL']",0,watching chelsea wolves game i hate commentators making excuses for chelsea they keep saying they do not have playersreally they did the same thing last week against everton they were simply not good enough to beat wolves
wolvesMOS_analysisV1hashtag.xlsx,248,1467167299207578112,2021-12-04 16:21:57,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Khallowzz,"What have I just witnessed in this Liverpool game. Jota aim for the corners🤣🤣

#Liverpool #Wolves #Wolverhampton #WolverhamptonWanderers #WOLLIV","['Liverpool', 'Wolves', 'Wolverhampton', 'WolverhamptonWanderers', 'WOLLIV']",2,what have i just witnessed in this liverpool game jota aim for the corners
wolvesMOS_analysisV1hashtag.xlsx,411,1467094867822194944,2021-12-04 11:34:08,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,betPawaUG,"🔴 #LFC have not lost any of their last eight away league matches at Wolves.
🐺 #Wolves have won just one of their 14 #EPL meetings with Liverpool (D2 L11). They have lost their last nine against the Reds in the competition by an aggregate score of 20-2. https://t.co/GemcUhCtqq","['LFC', 'Wolves', 'EPL']",2,"have not lost any of their last eight away league matches at wolves
  have won just one of their 14  meetings with liverpool d2 l11 they have lost their last nine against the reds in the competition by an aggregate score of 202"
wolvesMOS_analysisV2hashtag.xlsx,422,1469714174838252032,2021-12-11 17:02:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,MikiEnae,"So West Brom win, Aston Villa and Wolves lose… perfect football weekend 👌🤙 #wba #AstonVilla #wolves","['wba', 'AstonVilla', 'wolves']",2,so west brom win aston villa and wolves lose perfect football weekend
wolvesMOS_analysisV3hashtag.xlsx,1801,1471527609037172992,2021-12-16 17:08:16,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,TalkingWolves,"Premier League officials are discussing the possibility of calling off this weekend's fixtures in order for a ""reset"" before Boxing Day. [source: Telegraph]

#WWFC | #Wolves https://t.co/010X2Vi9Vz","['WWFC', 'Wolves']",154,premier league officials are discussing the possibility of calling off this weekends fixtures in order for a reset before boxing day source telegraph
wolvesMOS_analysisV3hashtag.xlsx,1648,1472033811865157888,2021-12-18 02:39:44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,waltofk,"If I had a bucket list this place @WolfWatch_UK would be on it - to visit and commune with its inhabitants 🐺 

➡️ https://t.co/qlfU351fYw

#wolves #nature https://t.co/7NKY8ipDYG","['wolves', 'nature']",0,if i had a bucket list this place  would be on it  to visit and commune with its inhabitants
wolvesMOS_analysisV3hashtag.xlsx,2056,1471198693676225024,2021-12-15 19:21:16,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">ICDBNew</a>",,ICDb_tv,Brighton H.A. vs Wolves is on BBC RADIO 5 LIVE. Reporter is Kris Temple.  For more details see https://t.co/TnBt1igaiA #BrightonHA #Wolves #BBCRADIOLIVE,"['BrightonHA', 'Wolves', 'BBCRADIOLIVE']",0,brighton ha vs wolves is on bbc radio 5 live reporter is kris temple  for more details see
wolvesMOS_analysisV3hashtag.xlsx,921,1473634958740798976,2021-12-22 12:42:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,waterloobrewco,Our deadline for Christmas orders is 1pm. So you have about 15 mins or so for one last trolley dash around the aisles - https://t.co/8Q1cJJoCJN #wwfc #wolves https://t.co/0ISi7JAUmh,"['wwfc', 'wolves']",0,our deadline for christmas orders is 1pm so you have about 15 mins or so for one last trolley dash around the aisles
wolvesMOS_analysisV2hashtag.xlsx,936,1469631895336103936,2021-12-11 11:35:22,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,BenDinnery,"Single change and a slight change of formation. 

Moutinho in for Hwang.

Coady. Boly, Ait-Nouri and Marcal are passed fit.

🚑 Table: 
https://t.co/cckOHhGs0b

#Wolves #MCFC","['Wolves', 'MCFC']",7,"single change and a slight change of formation 

moutinho in for hwang

coady boly aitnouri and marcal are passed fit

 table"
wolvesMOS_analysisV1hashtag.xlsx,66,1467207984849853952,2021-12-04 19:03:37,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,TalkingWolves,"Wolves had just three shots against Liverpool today, their fewest in a Premier League match since March 2019.

This is also the least amount of shots Liverpool have faced in a Premier League game this season.

#WWFC | #Wolves https://t.co/2yEqqmz0nl","['WWFC', 'Wolves']",108,"wolves had just three shots against liverpool today their fewest in a premier league match since march 2019

this is also the least amount of shots liverpool have faced in a premier league game this season"
wolvesMOS_analysisV2hashtag.xlsx,708,1469663043852328960,2021-12-11 13:39:09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,ChrisMM__,"KO for the second half at the Etihad. #COYW

#MCIWOL | #WWFC | #Wolves | #EPL","['COYW', 'MCIWOL', 'WWFC', 'Wolves', 'EPL']",0,ko for the second half at the etihad
wolvesMOS_analysisV1hashtag.xlsx,797,1466149868439810048,2021-12-01 20:59:03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Treborm44,U jus know what's gunna happen here and it be that ex baggie Rodriguez #wwfc #wolves,"['wwfc', 'wolves']",0,u jus know whats gunna happen here and it be that ex baggie rodriguez
wolvesMOS_analysisV2hashtag.xlsx,894,1469642392311631872,2021-12-11 12:17:05,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">ICDBNew</a>",,ICDb_tv,Manchester City vs Wolves is on FlashScore (audio). With commentary from @Barry_Swain.  For more details see https://t.co/VLQYgLF970 #ManchesterCity #Wolves #FlashScoreaudio,"['ManchesterCity', 'Wolves', 'FlashScoreaudio']",0,manchester city vs wolves is on flashscore audio with commentary from   for more details see
wolvesMOS_analysisV2hashtag.xlsx,945,1469616488994811904,2021-12-11 10:34:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Jim_Hunter_MGP,Man. City v #Wolves 💪💪 https://t.co/Hg23mW50RS,['Wolves'],27,man city v
wolvesMOS_analysisV2hashtag.xlsx,857,1469652352483397888,2021-12-11 12:56:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,mack_fries,This LB for wolves is abysmal #ManCity #Wolves,"['ManCity', 'Wolves']",0,this lb for wolves is abysmal
wolvesMOS_analysisV3hashtag.xlsx,338,1475799072317624064,2021-12-28 12:01:32,"<a href=""https://smmplanner.com"" rel=""nofollow"">SMMplanner</a>",,helabet_com,"💥 Boxing Day is in full swing! We leave for London today! Where the Gunners will try to beat the Wolves

⚽Arsenal vs Wolves

👉 Follow the link and win with Healbet: https://t.co/vuSZUOn6v6

#EPL #arsenal #wolves https://t.co/F1zOzZmF4U","['EPL', 'arsenal', 'wolves']",0,"boxing day is in full swing we leave for london today where the gunners will try to beat the wolves

arsenal vs wolves

 follow the link and win with healbet"
wolvesMOS_analysisV3hashtag.xlsx,1816,1471481752598330880,2021-12-16 14:06:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,A20Tix,"Man Utd vs Wolves tickets for sale 
Pair in block E331
⬇️seat view⬇️
#manutd #wolves #Tickets https://t.co/QCey1ZbMkL","['manutd', 'wolves', 'Tickets']",0,"man utd vs wolves tickets for sale 
pair in block e331
seat view"
wolvesMOS_analysisV1hashtag.xlsx,690,1466363125549216000,2021-12-02 11:06:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,molineuxmusings,"One thing we can say now though, is that Bruno has got us defending in a much more proactive and sustainable way for a team looking to play on the front foot and the way Coady in particular played yesterday was testament to that.

Much improved

#WWFC #Wolves #WOLBUR","['WWFC', 'Wolves', 'WOLBUR']",19,"one thing we can say now though is that bruno has got us defending in a much more proactive and sustainable way for a team looking to play on the front foot and the way coady in particular played yesterday was testament to that

much improved"
wolvesMOS_analysisV1hashtag.xlsx,50,1467222229431770880,2021-12-04 20:00:13,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,ISF_FL,Weekend Vibes 🐺🖤🖤 ~ #Wolf #Wolves #HourlyWolves #SpiritualAnimal #WeekendVibes,"['Wolf', 'Wolves', 'HourlyWolves', 'SpiritualAnimal', 'WeekendVibes']",0,weekend vibes
wolvesMOS_analysisV2hashtag.xlsx,496,1469679415307034880,2021-12-11 14:44:12,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,mykhelcom,"#ManchesterCity tightened their grip on top spot in the #PremierLeague with a 1-0 win over #Wolves. #MCIWOL 
https://t.co/6rvWpU5rFb","['ManchesterCity', 'PremierLeague', 'Wolves', 'MCIWOL']",0,tightened their grip on top spot in the  with a 10 win over
wolvesMOS_analysisV2hashtag.xlsx,1568,1467590851752706048,2021-12-05 20:25:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,fan_banter,"Sunderland fans fume at Lee Johnson's rude gesture to supporters -  https://t.co/r16W9YFyrk

#arsenal #avfc #brentfordfc #bhafc #twitterclarets #chelsea #cpfc #everton #lufc #lcfc #lfc #ynwa #mancity #mufc #nufc #ncfc #saintsfc #thfc #coys #watfordfc #whufc #coyi #wwfc #wolves","['arsenal', 'avfc', 'brentfordfc', 'bhafc', 'twitterclarets', 'chelsea', 'cpfc', 'everton', 'lufc', 'lcfc', 'lfc', 'ynwa', 'mancity', 'mufc', 'nufc', 'ncfc', 'saintsfc', 'thfc', 'coys', 'watfordfc', 'whufc', 'coyi', 'wwfc', 'wolves']",0,sunderland fans fume at lee johnsons rude gesture to supporters
wolvesMOS_analysisV3hashtag.xlsx,1473,1472536019044081920,2021-12-19 11:55:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,lucyowen95,Fantastic that they are leading (the 🐺 pack) from the front #wolves #wolvesaywe #GetVaccinatedNow,"['wolves', 'wolvesaywe', 'GetVaccinatedNow']",0,fantastic that they are leading the  pack from the front
wolvesMOS_analysisV3hashtag.xlsx,225,1476264693266358016,2021-12-29 18:51:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,awaydays_wolves,"Not sure why, but thought id have a look back at some past games. That Ajax line up was mad 😂 
#wwfc #wolves #ajax https://t.co/Ljvi8yIoxo","['wwfc', 'wolves', 'ajax']",27,not sure why but thought id have a look back at some past games that ajax line up was mad
wolvesMOS_analysisV2hashtag.xlsx,1549,1467665318499607040,2021-12-06 01:20:54,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,coyotewrites,"In my home state of #Oregon 8 #wolves have been poisoned. So far $26,000 in Rewards offered by conservation/protection groups for info leading to the conviction of those responsible for the poisonings. If you know something, report it!  #oregoncattlemensassociation #convict","['Oregon', 'wolves', 'oregoncattlemensassociation', 'convict']",8,in my home state of  8  have been poisoned so far 26000 in rewards offered by conservationprotection groups for info leading to the conviction of those responsible for the poisonings if you know something report it
wolvesMOS_analysisV2hashtag.xlsx,39,1470815954665943040,2021-12-14 18:00:24,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,BhamWorld_,"Wolves manager Bruno Lage has had his say

#wwfc #wolves 

https://t.co/ToMJ0qfd4d","['wwfc', 'wolves']",0,wolves manager bruno lage has had his say
wolvesMOS_analysisV1hashtag.xlsx,77,1467200014699180032,2021-12-04 18:31:57,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,bbcmerseysport,"🎥 WATCH #LFC manager Jurgen Klopp says it was great to win such a difficult game after his side beat #Wolves 1-0 thanks to an injury-time winner from substitute @DivockOrigi 

#⃣ #WOLLIV https://t.co/sWfDIxdFYf","['LFC', 'Wolves', 'WOLLIV']",4,watch  manager jurgen klopp says it was great to win such a difficult game after his side beat  10 thanks to an injurytime winner from substitute
wolvesMOS_analysisV2hashtag.xlsx,1564,1467602988336360960,2021-12-05 21:13:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Wolfpackwwfc,This guy 🇫🇷🪄 #wolves #wwfc https://t.co/b5ucXaugdl,"['wolves', 'wwfc']",58,this guy
wolvesMOS_analysisV1hashtag.xlsx,500,1466873000532324096,2021-12-03 20:52:31,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Wolfpackwwfc,"FT | Fulham 4-2 Wolves

Defeat against the league leaders

#WWFC #TheWolfpack #Wolves https://t.co/mqBmjeQifr","['WWFC', 'TheWolfpack', 'Wolves']",1,"ft  fulham 42 wolves

defeat against the league leaders"
wolvesMOS_analysisV3hashtag.xlsx,688,1474518849370344960,2021-12-24 23:14:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,AgendaWolves,"Thanks for the support this past half a year. 

Have a very Merry Christmas wherever you are and whatever you are doing! 

🤝 @WolvesLads 

#wolves | #wolvesagenda | #wolves https://t.co/IXYhgVk7X0","['wolves', 'wolvesagenda', 'wolves']",7,"thanks for the support this past half a year 

have a very merry christmas wherever you are and whatever you are doing"
wolvesMOS_analysisV3hashtag.xlsx,108,1476663393884913920,2021-12-30 21:16:02,"<a href=""https://bangbay.com"" rel=""nofollow"">joshritterbot</a>",,joshritterbot,"So long, so high
So long, so high
So long
At times in the frozen nights I go roaming

#wolves #joshritter","['wolves', 'joshritter']",0,"so long so high
so long so high
so long
at times in the frozen nights i go roaming"
